
Summary,UTOPIA
Emissions
,CO2,162.842
,NOX,170.895

Cost,26629.4

TID Demand

,UTOPIA

,CSV
1992,0,0,0,0,0,45.32,0,7.3255,0,0,0,2.56,0.78,0,0.36,0,0,3.54138,0,0,0
1993,0,0,0.01,0,0,47.38,0,7.84796,0,0,0,2.46,0.88,0,0.26,0,0,3.89391,0,0,0
1994,0,0,0,0,0,49.44,0,8.62256,0,0,0,2.56,0.78,0,0.36,0,0,3.99431,0,0,0
1995,0,0,0,0,0,51.5,0,9.49756,0,0,0,2.46,0.88,0,0.26,0,0,3.99431,0,0,0
1996,0,0,0.01,0,0,53.56,0,10.1063,0,0,0,2.56,0.88,0,0.26,0,0,4.2606,0,0,0
1997,0,0,0,0,0,55.62,0,10.9813,0,0,0,2.46,0.78,0,0.36,0,0,4.2606,0,0,0
1998,0,0,0,0,0,57.68,0,11.8563,0,0,0,2.56,0.88,0,0.26,0,0,4.2606,0,0,0
1999,0.0222127,0,0,0,0,59.74,0,12.7313,0,0,0,2.46,0.78,0,0.36,0,0,4.2606,0,0,0
2000,0,0,0.01,0,0,57.7164,0,22.2729,0,0,2.85854,0,0.88,0,0.26,0,0,4.52689,0,0,0
2001,0.175034,0,0.03,0,0,56.8176,0,31.5099,0,0,2.79146,0,1.3,0,0.389,0,0,5.32575,0,0,0
2002,0.186206,0,0,0,0,55.3494,0,42.7911,0,0,3.19,0,1.2,0,0.389,0,0,5.32575,0,0,0
2003,0.180925,0,0,0,0,54.0241,0,53.7599,0,0,3.09,0,1.3,0,0.489,0,0,5.32575,0,0,0
2004,0.186206,0,0,0,0,52.556,0,65.0411,0,0,3.19,0,1.2,0,0.389,0,0,5.32575,0,0,0
2005,0.280925,0,0,0,0,51.2307,0,76.0099,0,0,3.09,0,1.3,0,4.989,0,0,5.32575,0,0,0
2006,0.186206,0,0,0,0,49.7626,0,87.2911,0,0,3.19,0,1.3,0,0.649,0,0,5.32575,0,0,0
2007,0.186796,0,0,0,0,48.4373,0,98.2599,0,0,3.09,0,1.2,0,0.749,0,0,5.32575,0,0,0
2008,0.21876,0,0,0,0,46.9691,0,109.541,0,0,3.19,0,1.3,0,0.749,0,0,5.32575,0,0,0
2009,0.237785,0,0,0,0,45.6439,0,120.51,0,0,3.09,0,1.2,0,0.749,0,0,5.32575,0,0,0
2010,0.292332,0,0.01,0,0,44.1757,0,131.525,0,0,3.19,0,1.3,0,0.649,0,0,5.59204,0,0,0


Annual Production (Energy Units)
,UTOPIA
E01,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,1.95297,0,0,0,0,0,0,0,0,0
1991,0,0,2.12016,0,0,0,0,0,0,0,0,0
1992,0,0,2.34416,0,0,0,0,0,0,0,0,0
1993,0,0,2.51135,0,0,0,0,0,0,0,0,0
1994,0,0,2.75922,0,0,0,0,0,0,0,0,0
1995,0,0,3.03922,0,0,0,0,0,0,0,0,0
1996,0,0,3.23401,0,0,0,0,0,0,0,0,0
1997,0,0,3.51401,0,0,0,0,0,0,0,0,0
1998,0,0,3.79401,0,0,0,0,0,0,0,0,0
1999,0,0,4.07401,0,0,0,0,0,0,0,0,0
2000,0,0,7.12734,0,0,0,0,0,0,0,0,0
2001,0,0,10.0832,0,0,0,0,0,0,0,0,0
2002,0,0,13.6932,0,0,0,0,0,0,0,0,0
2003,0,0,17.2032,0,0,0,0,0,0,0,0,0
2004,0,0,20.8132,0,0,0,0,0,0,0,0,0
2005,0,0,24.3232,0,0,0,0,0,0,0,0,0
2006,0,0,27.9332,0,0,0,0,0,0,0,0,0
2007,0,0,31.4432,0,0,0,0,0,0,0,0,0
2008,0,0,35.0532,0,0,0,0,0,0,0,0,0
2009,0,0,38.5632,0,0,0,0,0,0,0,0,0
2010,0,0,42.0879,0,0,0,0,0,0,0,0,0

E21,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

E31,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0.96443,0,0,0,0,0,0,0,0,0
1991,0,0,1.07724,0,0,0,0,0,0,0,0,0
1992,0,0,1.13324,0,0,0,0,0,0,0,0,0
1993,0,0,1.24605,0,0,0,0,0,0,0,0,0
1994,0,0,1.27818,0,0,0,0,0,0,0,0,0
1995,0,0,1.27818,0,0,0,0,0,0,0,0,0
1996,0,0,1.36339,0,0,0,0,0,0,0,0,0
1997,0,0,1.36339,0,0,0,0,0,0,0,0,0
1998,0,0,1.36339,0,0,0,0,0,0,0,0,0
1999,0,0,1.36339,0,0,0,0,0,0,0,0,0
2000,0,0,1.4486,0,0,0,0,0,0,0,0,0
2001,0,0,1.70424,0,0,0,0,0,0,0,0,0
2002,0,0,1.70424,0,0,0,0,0,0,0,0,0
2003,0,0,1.70424,0,0,0,0,0,0,0,0,0
2004,0,0,1.70424,0,0,0,0,0,0,0,0,0
2005,0,0,1.70424,0,0,0,0,0,0,0,0,0
2006,0,0,1.70424,0,0,0,0,0,0,0,0,0
2007,0,0,1.70424,0,0,0,0,0,0,0,0,0
2008,0,0,1.70424,0,0,0,0,0,0,0,0,0
2009,0,0,1.70424,0,0,0,0,0,0,0,0,0
2010,0,0,1.78945,0,0,0,0,0,0,0,0,0

E51,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,2.6826,0,0,0,0,0,0,0,0,0
1991,0,0,2.6826,0,0,0,0,0,0,0,0,0
1992,0,0,2.6826,0,0,0,0,0,0,0,0,0
1993,0,0,2.6826,0,0,0,0,0,0,0,0,0
1994,0,0,2.6826,0,0,0,0,0,0,0,0,0
1995,0,0,2.6826,0,0,0,0,0,0,0,0,0
1996,0,0,2.6826,0,0,0,0,0,0,0,0,0
1997,0,0,2.6826,0,0,0,0,0,0,0,0,0
1998,0,0,2.6826,0,0,0,0,0,0,0,0,0
1999,0,0,2.6826,0,0,0,0,0,0,0,0,0
2000,0,0,2.6826,0,0,0,0,0,0,0,0,0
2001,0,0,2.6826,0,0,0,0,0,0,0,0,0
2002,0,0,2.6826,0,0,0,0,0,0,0,0,0
2003,0,0,2.6826,0,0,0,0,0,0,0,0,0
2004,0,0,2.6826,0,0,0,0,0,0,0,0,0
2005,0,0,2.6826,0,0,0,0,0,0,0,0,0
2006,0,0,2.6826,0,0,0,0,0,0,0,0,0
2007,0,0,2.6826,0,0,0,0,0,0,0,0,0
2008,0,0,2.6826,0,0,0,0,0,0,0,0,0
2009,0,0,2.6826,0,0,0,0,0,0,0,0,0
2010,0,0,2.6826,0,0,0,0,0,0,0,0,0

E70,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

IMPDSL1,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,41.2,0,0,0,0,0,0,0,0,0,0
1991,0,43.26,0,0,0,0,0,0,0,0,0,0
1992,0,45.32,0,0,0,0,0,0,0,0,0,0
1993,0,47.38,0,0,0,0,0,0,0,0,0,0
1994,0,49.44,0,0,0,0,0,0,0,0,0,0
1995,0,51.5,0,0,0,0,0,0,0,0,0,0
1996,0,53.56,0,0,0,0,0,0,0,0,0,0
1997,0,55.62,0,0,0,0,0,0,0,0,0,0
1998,0,57.68,0,0,0,0,0,0,0,0,0,0
1999,0,59.74,0,0,0,0,0,0,0,0,0,0
2000,0,57.7164,0,0,0,0,0,0,0,0,0,0
2001,0,56.8176,0,0,0,0,0,0,0,0,0,0
2002,0,55.3494,0,0,0,0,0,0,0,0,0,0
2003,0,54.0241,0,0,0,0,0,0,0,0,0,0
2004,0,52.556,0,0,0,0,0,0,0,0,0,0
2005,0,51.2307,0,0,0,0,0,0,0,0,0,0
2006,0,49.7626,0,0,0,0,0,0,0,0,0,0
2007,0,48.4373,0,0,0,0,0,0,0,0,0,0
2008,0,46.9691,0,0,0,0,0,0,0,0,0,0
2009,0,45.6439,0,0,0,0,0,0,0,0,0,0
2010,0,44.1757,0,0,0,0,0,0,0,0,0,0

IMPGSL1,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

IMPHCO1,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,6.10303,0,0,0,0,0,0,0
1991,0,0,0,0,6.6255,0,0,0,0,0,0,0
1992,0,0,0,0,7.3255,0,0,0,0,0,0,0
1993,0,0,0,0,7.84796,0,0,0,0,0,0,0
1994,0,0,0,0,8.62256,0,0,0,0,0,0,0
1995,0,0,0,0,9.49756,0,0,0,0,0,0,0
1996,0,0,0,0,10.1063,0,0,0,0,0,0,0
1997,0,0,0,0,10.9813,0,0,0,0,0,0,0
1998,0,0,0,0,11.8563,0,0,0,0,0,0,0
1999,0,0,0,0,12.7313,0,0,0,0,0,0,0
2000,0,0,0,0,22.2729,0,0,0,0,0,0,0
2001,0,0,0,0,31.5099,0,0,0,0,0,0,0
2002,0,0,0,0,42.7911,0,0,0,0,0,0,0
2003,0,0,0,0,53.7599,0,0,0,0,0,0,0
2004,0,0,0,0,65.0411,0,0,0,0,0,0,0
2005,0,0,0,0,76.0099,0,0,0,0,0,0,0
2006,0,0,0,0,87.2911,0,0,0,0,0,0,0
2007,0,0,0,0,98.2599,0,0,0,0,0,0,0
2008,0,0,0,0,109.541,0,0,0,0,0,0,0
2009,0,0,0,0,120.51,0,0,0,0,0,0,0
2010,0,0,0,0,131.525,0,0,0,0,0,0,0

IMPOIL1,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

IMPURN1,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

RHE,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,2.85854,0,0
2001,0,0,0,0,0,0,0,0,0,5.65,0,0
2002,0,0,0,0,0,0,0,0,0,8.84,0,0
2003,0,0,0,0,0,0,0,0,0,11.93,0,0
2004,0,0,0,0,0,0,0,0,0,15.12,0,0
2005,0,0,0,0,0,0,0,0,0,18.21,0,0
2006,0,0,0,0,0,0,0,0,0,21.4,0,0
2007,0,0,0,0,0,0,0,0,0,24.49,0,0
2008,0,0,0,0,0,0,0,0,0,27.68,0,0
2009,0,0,0,0,0,0,0,0,0,30.77,0,0
2010,0,0,0,0,0,0,0,0,0,33.96,0,0

RHO,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,25.2,0,0
1991,0,0,0,0,0,0,0,0,0,26.46,0,0
1992,0,0,0,0,0,0,0,0,0,27.72,0,0
1993,0,0,0,0,0,0,0,0,0,28.98,0,0
1994,0,0,0,0,0,0,0,0,0,30.24,0,0
1995,0,0,0,0,0,0,0,0,0,31.5,0,0
1996,0,0,0,0,0,0,0,0,0,32.76,0,0
1997,0,0,0,0,0,0,0,0,0,34.02,0,0
1998,0,0,0,0,0,0,0,0,0,35.28,0,0
1999,0,0,0,0,0,0,0,0,0,36.54,0,0
2000,0,0,0,0,0,0,0,0,0,34.9415,0,0
2001,0,0,0,0,0,0,0,0,0,34.04,0,0
2002,0,0,0,0,0,0,0,0,0,32.74,0,0
2003,0,0,0,0,0,0,0,0,0,31.54,0,0
2004,0,0,0,0,0,0,0,0,0,30.24,0,0
2005,0,0,0,0,0,0,0,0,0,29.04,0,0
2006,0,0,0,0,0,0,0,0,0,27.74,0,0
2007,0,0,0,0,0,0,0,0,0,26.54,0,0
2008,0,0,0,0,0,0,0,0,0,25.24,0,0
2009,0,0,0,0,0,0,0,0,0,24.04,0,0
2010,0,0,0,0,0,0,0,0,0,22.74,0,0

RL1,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,5.6,0
1991,0,0,0,0,0,0,0,0,0,0,5.88,0
1992,0,0,0,0,0,0,0,0,0,0,6.16,0
1993,0,0,0,0,0,0,0,0,0,0,6.44,0
1994,0,0,0,0,0,0,0,0,0,0,6.72,0
1995,0,0,0,0,0,0,0,0,0,0,7,0
1996,0,0,0,0,0,0,0,0,0,0,7.28,0
1997,0,0,0,0,0,0,0,0,0,0,7.56,0
1998,0,0,0,0,0,0,0,0,0,0,7.84,0
1999,0,0,0,0,0,0,0,0,0,0,8.12,0
2000,0,0,0,0,0,0,0,0,0,0,8.4,0
2001,0,0,0,0,0,0,0,0,0,0,8.82,0
2002,0,0,0,0,0,0,0,0,0,0,9.24,0
2003,0,0,0,0,0,0,0,0,0,0,9.66,0
2004,0,0,0,0,0,0,0,0,0,0,10.08,0
2005,0,0,0,0,0,0,0,0,0,0,10.5,0
2006,0,0,0,0,0,0,0,0,0,0,10.92,0
2007,0,0,0,0,0,0,0,0,0,0,11.34,0
2008,0,0,0,0,0,0,0,0,0,0,11.76,0
2009,0,0,0,0,0,0,0,0,0,0,12.18,0
2010,0,0,0,0,0,0,0,0,0,0,12.6,0

SRE,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

TXD,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,5.2
1991,0,0,0,0,0,0,0,0,0,0,0,5.46
1992,0,0,0,0,0,0,0,0,0,0,0,5.72
1993,0,0,0,0,0,0,0,0,0,0,0,5.98
1994,0,0,0,0,0,0,0,0,0,0,0,6.24
1995,0,0,0,0,0,0,0,0,0,0,0,6.5
1996,0,0,0,0,0,0,0,0,0,0,0,6.76
1997,0,0,0,0,0,0,0,0,0,0,0,7.02
1998,0,0,0,0,0,0,0,0,0,0,0,7.28
1999,0,0,0,0,0,0,0,0,0,0,0,7.54
2000,0,0,0,0,0,0,0,0,0,0,0,7.8
2001,0,0,0,0,0,0,0,0,0,0,0,8.189
2002,0,0,0,0,0,0,0,0,0,0,0,8.578
2003,0,0,0,0,0,0,0,0,0,0,0,8.967
2004,0,0,0,0,0,0,0,0,0,0,0,9.356
2005,0,0,0,0,0,0,0,0,0,0,0,9.745
2006,0,0,0,0,0,0,0,0,0,0,0,10.134
2007,0,0,0,0,0,0,0,0,0,0,0,10.523
2008,0,0,0,0,0,0,0,0,0,0,0,10.912
2009,0,0,0,0,0,0,0,0,0,0,0,11.301
2010,0,0,0,0,0,0,0,0,0,0,0,11.69

TXE,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

TXG,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

RIV,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,3.01384,0,0,0,0,0,0
1991,0,0,0,0,0,3.36638,0,0,0,0,0,0
1992,0,0,0,0,0,3.54138,0,0,0,0,0,0
1993,0,0,0,0,0,3.89391,0,0,0,0,0,0
1994,0,0,0,0,0,3.99431,0,0,0,0,0,0
1995,0,0,0,0,0,3.99431,0,0,0,0,0,0
1996,0,0,0,0,0,4.2606,0,0,0,0,0,0
1997,0,0,0,0,0,4.2606,0,0,0,0,0,0
1998,0,0,0,0,0,4.2606,0,0,0,0,0,0
1999,0,0,0,0,0,4.2606,0,0,0,0,0,0
2000,0,0,0,0,0,4.52689,0,0,0,0,0,0
2001,0,0,0,0,0,5.32575,0,0,0,0,0,0
2002,0,0,0,0,0,5.32575,0,0,0,0,0,0
2003,0,0,0,0,0,5.32575,0,0,0,0,0,0
2004,0,0,0,0,0,5.32575,0,0,0,0,0,0
2005,0,0,0,0,0,5.32575,0,0,0,0,0,0
2006,0,0,0,0,0,5.32575,0,0,0,0,0,0
2007,0,0,0,0,0,5.32575,0,0,0,0,0,0
2008,0,0,0,0,0,5.32575,0,0,0,0,0,0
2009,0,0,0,0,0,5.32575,0,0,0,0,0,0
2010,0,0,0,0,0,5.59204,0,0,0,0,0,0

RHu,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0

RLu,CSV,DSL,ELC,GSL,HCO,HYD,LTH,OIL,URN,RH,RL,TX
1990,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0
