city,country,population,continent
WEST HAVERSTRAW,UNITED STATES,10388,NORTH AMERICA
ORANGE COVE,UNITED STATES,10339,NORTH AMERICA
INWOOD,UNITED STATES,10304,NORTH AMERICA
GREAT NECK,UNITED STATES,10303,NORTH AMERICA
VENTNOR CITY,UNITED STATES,10239,NORTH AMERICA
MAILI,UNITED STATES,10190,NORTH AMERICA
CAPITOLA,UNITED STATES,10180,NORTH AMERICA
WATERVLIET,UNITED STATES,10131,NORTH AMERICA
NEW HYDE PARK,UNITED STATES,9953,NORTH AMERICA
LINCOLN VILLAGE,UNITED STATES,9899,NORTH AMERICA
EAST ROCKAWAY,UNITED STATES,9863,NORTH AMERICA
MAYWOOD,UNITED STATES,9860,NORTH AMERICA
NORTH KENSINGTON,UNITED STATES,9856,NORTH AMERICA
KEANSBURG,UNITED STATES,9806,NORTH AMERICA
MARINA DEL REY,UNITED STATES,9691,NORTH AMERICA
LAKE STICKNEY,UNITED STATES,9667,NORTH AMERICA
BRISTOL,UNITED STATES,9631,NORTH AMERICA
BROOKDALE,UNITED STATES,9575,NORTH AMERICA
CHARTER OAK,UNITED STATES,9481,NORTH AMERICA
BLADENSBURG,UNITED STATES,9450,NORTH AMERICA
WOODLYN,UNITED STATES,9439,NORTH AMERICA
BRENTWOOD,UNITED STATES,9398,NORTH AMERICA
DERBY,UNITED STATES,9365,NORTH AMERICA
AIEA,UNITED STATES,9332,NORTH AMERICA
LEISURE WORLD,UNITED STATES,9322,NORTH AMERICA
WESTGATE,UNITED STATES,9300,NORTH AMERICA
LEONIA,UNITED STATES,9262,NORTH AMERICA
PLAINEDGE,UNITED STATES,9227,NORTH AMERICA
FARMINGDALE,UNITED STATES,9094,NORTH AMERICA
STONY BROOK UNIVERSITY,UNITED STATES,9059,NORTH AMERICA
WOOD-RIDGE,UNITED STATES,9018,NORTH AMERICA
BOULDER HILL,UNITED STATES,8973,NORTH AMERICA
SOUTH SAN GABRIEL,UNITED STATES,8964,NORTH AMERICA
SOUTH AMBOY,UNITED STATES,8857,NORTH AMERICA
MIDWAY CITY,UNITED STATES,8819,NORTH AMERICA
COLLINGDALE,UNITED STATES,8791,NORTH AMERICA
SWISSVALE,UNITED STATES,8746,NORTH AMERICA
WEST ATHENS,UNITED STATES,8746,NORTH AMERICA
AUDUBON,UNITED STATES,8733,NORTH AMERICA
MALVERNE,UNITED STATES,8613,NORTH AMERICA
FOLSOM,UNITED STATES,8577,NORTH AMERICA
BOGOTA,UNITED STATES,8567,NORTH AMERICA
HARWOOD HEIGHTS,UNITED STATES,8505,NORTH AMERICA
SEVEN CORNERS,UNITED STATES,8498,NORTH AMERICA
GREENBRIAR,UNITED STATES,8473,NORTH AMERICA
HALEDON,UNITED STATES,8463,NORTH AMERICA
NEW SQUARE,UNITED STATES,8451,NORTH AMERICA
DORMONT,UNITED STATES,8377,NORTH AMERICA
FOUR CORNERS,UNITED STATES,8361,NORTH AMERICA
GARDEN CITY PARK,UNITED STATES,8332,NORTH AMERICA
NORTH BAY VILLAGE,UNITED STATES,8317,NORTH AMERICA
CHEVIOT,UNITED STATES,8292,NORTH AMERICA
TEMPLE HILLS,UNITED STATES,8278,NORTH AMERICA
BELLEVUE,UNITED STATES,8159,NORTH AMERICA
MOUNT RAINIER,UNITED STATES,8147,NORTH AMERICA
WEST MIAMI,UNITED STATES,8120,NORTH AMERICA
MAPLEWOOD,UNITED STATES,8115,NORTH AMERICA
EWA VILLAGES,UNITED STATES,8087,NORTH AMERICA
CALDWELL,UNITED STATES,8085,NORTH AMERICA
CONSHOHOCKEN,UNITED STATES,8053,NORTH AMERICA
RIO BRAVO,UNITED STATES,8012,NORTH AMERICA
RIVERSIDE,UNITED STATES,7969,NORTH AMERICA
BROADVIEW PARK,UNITED STATES,7963,NORTH AMERICA
AUGUST,UNITED STATES,7942,NORTH AMERICA
WILSON,UNITED STATES,7819,NORTH AMERICA
FANWOOD,UNITED STATES,7808,NORTH AMERICA
GRANDVIEW HEIGHTS,UNITED STATES,7778,NORTH AMERICA
CALUMET PARK,UNITED STATES,7757,NORTH AMERICA
GLEN RIDGE,UNITED STATES,7704,NORTH AMERICA
HILLCREST,UNITED STATES,7697,NORTH AMERICA
GLENSIDE,UNITED STATES,7684,NORTH AMERICA
HOLTVILLE,UNITED STATES,7637,NORTH AMERICA
PARK CITY,UNITED STATES,7513,NORTH AMERICA
MONTPELIER,UNITED STATES,7484,NORTH AMERICA
WAIKELE,UNITED STATES,7446,NORTH AMERICA
ALONDRA PARK,UNITED STATES,7441,NORTH AMERICA
HATBORO,UNITED STATES,7436,NORTH AMERICA
DUNELLEN,UNITED STATES,7407,NORTH AMERICA
GUADALUPE,UNITED STATES,7370,NORTH AMERICA
WILLISTON PARK,UNITED STATES,7360,NORTH AMERICA
BALDWIN HARBOR,UNITED STATES,7335,NORTH AMERICA
BOYES HOT SPRINGS,UNITED STATES,7332,NORTH AMERICA
TWIN RIVERS,UNITED STATES,7286,NORTH AMERICA
EAST FRANKLIN,UNITED STATES,7233,NORTH AMERICA
GLENOLDEN,UNITED STATES,7161,NORTH AMERICA
ORLAND HILLS,UNITED STATES,7152,NORTH AMERICA
NYACK,UNITED STATES,7040,NORTH AMERICA
RIDLEY PARK,UNITED STATES,7040,NORTH AMERICA
WEST SAMOSET,UNITED STATES,7034,NORTH AMERICA
GREAT NECK PLAZA,UNITED STATES,7025,NORTH AMERICA
PELHAM,UNITED STATES,7016,NORTH AMERICA
SOUDERTON,UNITED STATES,7008,NORTH AMERICA
SOUTH MONROVIA ISLAND,UNITED STATES,6989,NORTH AMERICA
SOUTH VALLEY STREAM,UNITED STATES,6924,NORTH AMERICA
FOREST GLEN,UNITED STATES,6804,NORTH AMERICA
LAKEVIEW,UNITED STATES,6756,NORTH AMERICA
CEDARHURST,UNITED STATES,6730,NORTH AMERICA
NOTRE DAME,UNITED STATES,6720,NORTH AMERICA
MANORHAVEN,UNITED STATES,6718,NORTH AMERICA
CLIFTON HEIGHTS,UNITED STATES,6702,NORTH AMERICA
CASTROVILLE,UNITED STATES,6689,NORTH AMERICA
TUCKAHOE,UNITED STATES,6657,NORTH AMERICA
FOLCROFT,UNITED STATES,6614,NORTH AMERICA
WEST VIEW,UNITED STATES,6602,NORTH AMERICA
BRONXVILLE,UNITED STATES,6547,NORTH AMERICA
LAUDERDALE-BY-THE-SEA,UNITED STATES,6544,NORTH AMERICA
GUADALUPE,UNITED STATES,6525,NORTH AMERICA
AMBLER,UNITED STATES,6521,NORTH AMERICA
PROSPECT PARK,UNITED STATES,6491,NORTH AMERICA
CONTRA COSTA CENTRE,UNITED STATES,6440,NORTH AMERICA
PLEASURE POINT,UNITED STATES,6381,NORTH AMERICA
KINGSTON ESTATES,UNITED STATES,6305,NORTH AMERICA
HEWLETT,UNITED STATES,6268,NORTH AMERICA
BINGHAMTON UNIVERSITY,UNITED STATES,6240,NORTH AMERICA
SARANAP,UNITED STATES,6235,NORTH AMERICA
GLENARDEN,UNITED STATES,6210,NORTH AMERICA
KENNETT SQUARE,UNITED STATES,6174,NORTH AMERICA
LARCHMONT,UNITED STATES,6157,NORTH AMERICA
NAPLES MANOR,UNITED STATES,6121,NORTH AMERICA
CAMERON PARK,UNITED STATES,6116,NORTH AMERICA
FRUITRIDGE POCKET,UNITED STATES,6074,NORTH AMERICA
JAMESBURG,UNITED STATES,6068,NORTH AMERICA
ELSMERE,UNITED STATES,6045,NORTH AMERICA
DISTRICT HEIGHTS,UNITED STATES,6022,NORTH AMERICA
BAY HARBOR ISLANDS,UNITED STATES,6006,NORTH AMERICA
PROSPECT PARK,UNITED STATES,5964,NORTH AMERICA
MCKEES ROCKS,UNITED STATES,5950,NORTH AMERICA
NORWOOD,UNITED STATES,5895,NORTH AMERICA
CUTLER,UNITED STATES,5850,NORTH AMERICA
SURFSIDE,UNITED STATES,5841,NORTH AMERICA
MAYFLOWER VILLAGE,UNITED STATES,5828,NORTH AMERICA
PLYMOUTH,UNITED STATES,5809,NORTH AMERICA
NEW BRIGHTON,UNITED STATES,5785,NORTH AMERICA
BELLEVUE,UNITED STATES,5772,NORTH AMERICA
PENN WYNNE,UNITED STATES,5720,NORTH AMERICA
ROSELAND,UNITED STATES,5717,NORTH AMERICA
LEWISBURG,UNITED STATES,5712,NORTH AMERICA
SHARON HILL,UNITED STATES,5704,NORTH AMERICA
NAVAL ACADEMY,UNITED STATES,5693,NORTH AMERICA
BELMAR,UNITED STATES,5682,NORTH AMERICA
DEER PARK,UNITED STATES,5679,NORTH AMERICA
ROCHELLE PARK,UNITED STATES,5677,NORTH AMERICA
MOUNT CARMEL,UNITED STATES,5650,NORTH AMERICA
SOUTH TUCSON,UNITED STATES,5643,NORTH AMERICA
PALM SPRINGS NORTH,UNITED STATES,5624,NORTH AMERICA
PARADISE HILLS,UNITED STATES,5576,NORTH AMERICA
KENSINGTON,UNITED STATES,5573,NORTH AMERICA
TWIN LAKES,UNITED STATES,5570,NORTH AMERICA
SHAW HEIGHTS,UNITED STATES,5534,NORTH AMERICA
WAIPIO ACRES,UNITED STATES,5432,NORTH AMERICA
BRET HARTE,UNITED STATES,5367,NORTH AMERICA
MEDIA,UNITED STATES,5362,NORTH AMERICA
KASER,UNITED STATES,5343,NORTH AMERICA
HIGHWOOD,UNITED STATES,5325,NORTH AMERICA
EDGEWATER,UNITED STATES,5308,NORTH AMERICA
SOUTH HIGHPOINT,UNITED STATES,5303,NORTH AMERICA
ALBERTSON,UNITED STATES,5294,NORTH AMERICA
SHILLINGTON,UNITED STATES,5288,NORTH AMERICA
WHITE CITY,UNITED STATES,5270,NORTH AMERICA
TURTLE CREEK,UNITED STATES,5211,NORTH AMERICA
TARA HILLS,UNITED STATES,5160,NORTH AMERICA
GLENDALE,UNITED STATES,5158,NORTH AMERICA
MECHANICVILLE,UNITED STATES,5130,NORTH AMERICA
MATTAWA,UNITED STATES,5122,NORTH AMERICA
SOUTH PASADENA,UNITED STATES,5118,NORTH AMERICA
HARTSDALE,UNITED STATES,5114,NORTH AMERICA
BROADMOOR,UNITED STATES,5112,NORTH AMERICA
KENNETH CITY,UNITED STATES,5093,NORTH AMERICA
FRIENDSHIP HEIGHTS VILLAGE,UNITED STATES,5051,NORTH AMERICA
HARTFORD,UNITED STATES,3237,NORTH AMERICA
DOVER,UNITED STATES,1991,NORTH AMERICA
MERIDIAN,UNITED STATES,99926,NORTH AMERICA
SAN ANGELO,UNITED STATES,99890,NORTH AMERICA
WICHITA FALLS,UNITED STATES,99617,NORTH AMERICA
LAKEWOOD,UNITED STATES,99467,NORTH AMERICA
LONGMONT,UNITED STATES,99398,NORTH AMERICA
MANTECA,UNITED STATES,98736,NORTH AMERICA
BOCA RATON,UNITED STATES,98150,NORTH AMERICA
SPOKANE VALLEY,UNITED STATES,97847,NORTH AMERICA
MIDDLETOWN,UNITED STATES,97762,NORTH AMERICA
IDAHO FALLS,UNITED STATES,97548,NORTH AMERICA
BEAVERTON,UNITED STATES,97514,NORTH AMERICA
LAWRENCE,UNITED STATES,97341,NORTH AMERICA
PRESCOTT VALLEY,UNITED STATES,97066,NORTH AMERICA
GREECE,UNITED STATES,96842,NORTH AMERICA
FEDERAL WAY,UNITED STATES,96690,NORTH AMERICA
SAN MARCOS,UNITED STATES,96198,NORTH AMERICA
RIO RANCHO,UNITED STATES,96159,NORTH AMERICA
SANDY,UNITED STATES,96145,NORTH AMERICA
TRACY,UNITED STATES,95982,NORTH AMERICA
BROCKTON,UNITED STATES,95672,NORTH AMERICA
HESPERIA,UNITED STATES,94859,NORTH AMERICA
ROSWELL,UNITED STATES,94786,NORTH AMERICA
MANDEVILLE,UNITED STATES,94760,NORTH AMERICA
VINELAND,UNITED STATES,94734,NORTH AMERICA
PORTSMOUTH,UNITED STATES,94572,NORTH AMERICA
DEARBORN,UNITED STATES,94491,NORTH AMERICA
LIVONIA,UNITED STATES,94105,NORTH AMERICA
PLANTATION,UNITED STATES,93909,NORTH AMERICA
SLIDELL,UNITED STATES,93882,NORTH AMERICA
CARSON,UNITED STATES,92735,NORTH AMERICA
TERRE HAUTE,UNITED STATES,92722,NORTH AMERICA
BLACKSBURG,UNITED STATES,92573,NORTH AMERICA
PORTSMOUTH,UNITED STATES,92513,NORTH AMERICA
DOVER,UNITED STATES,92234,NORTH AMERICA
CARMEL,UNITED STATES,92198,NORTH AMERICA
HANFORD,UNITED STATES,92066,NORTH AMERICA
LAFAYETTE,UNITED STATES,91985,NORTH AMERICA
EDMOND,UNITED STATES,91950,NORTH AMERICA
FISHERS,UNITED STATES,91832,NORTH AMERICA
GREENBURGH,UNITED STATES,91799,NORTH AMERICA
TOMS RIVER,UNITED STATES,91415,NORTH AMERICA
LAWTON,UNITED STATES,91383,NORTH AMERICA
FLORENCE,UNITED STATES,91311,NORTH AMERICA
LIVERMORE,UNITED STATES,91030,NORTH AMERICA
SAN TAN VALLEY,UNITED STATES,90665,NORTH AMERICA
LEE'S SUMMIT,UNITED STATES,90597,NORTH AMERICA
MENIFEE,UNITED STATES,90595,NORTH AMERICA
ALBANY,UNITED STATES,90515,NORTH AMERICA
BOWLING GREEN,UNITED STATES,90448,NORTH AMERICA
EDINBURG,UNITED STATES,90280,NORTH AMERICA
SUFFOLK,UNITED STATES,90237,NORTH AMERICA
MISSOULA,UNITED STATES,90218,NORTH AMERICA
CHINO,UNITED STATES,89797,NORTH AMERICA
AUBURN,UNITED STATES,89577,NORTH AMERICA
FALL RIVER,UNITED STATES,89420,NORTH AMERICA
HAMILTON,UNITED STATES,89206,NORTH AMERICA
NORWALK,UNITED STATES,89005,NORTH AMERICA
DECATUR,UNITED STATES,88997,NORTH AMERICA
NEWTON,UNITED STATES,88994,NORTH AMERICA
RAPID CITY,UNITED STATES,88979,NORTH AMERICA
MUNCIE,UNITED STATES,88688,NORTH AMERICA
KIRKLAND,UNITED STATES,88630,NORTH AMERICA
SUGAR LAND,UNITED STATES,88485,NORTH AMERICA
RIVERVIEW,UNITED STATES,88191,NORTH AMERICA
ALAFAYA,UNITED STATES,88025,NORTH AMERICA
JACKSON,UNITED STATES,87819,NORTH AMERICA
WAUKEGAN,UNITED STATES,87729,NORTH AMERICA
O'FALLON,UNITED STATES,87597,NORTH AMERICA
CHEEKTOWAGA,UNITED STATES,87484,NORTH AMERICA
CLARKSTOWN,UNITED STATES,87224,NORTH AMERICA
NAPA,UNITED STATES,87032,NORTH AMERICA
DALTON,UNITED STATES,86841,NORTH AMERICA
REDWOOD CITY,UNITED STATES,86685,NORTH AMERICA
MOUNT PLEASANT,UNITED STATES,86668,NORTH AMERICA
ANDERSON,UNITED STATES,86481,NORTH AMERICA
JOPLIN,UNITED STATES,86298,NORTH AMERICA
NEWPORT BEACH,UNITED STATES,86160,NORTH AMERICA
BLOOMINGTON,UNITED STATES,85866,NORTH AMERICA
HOOVER,UNITED STATES,84920,NORTH AMERICA
LARGO,UNITED STATES,84754,NORTH AMERICA
MISSION,UNITED STATES,84424,NORTH AMERICA
CONROE,UNITED STATES,84378,NORTH AMERICA
JOHNS CREEK,UNITED STATES,84350,NORTH AMERICA
LAKE FOREST,UNITED STATES,84293,NORTH AMERICA
BRYAN,UNITED STATES,84021,NORTH AMERICA
TOWN 'N' COUNTRY,UNITED STATES,83879,NORTH AMERICA
PORT HURON,UNITED STATES,83841,NORTH AMERICA
TROY,UNITED STATES,83813,NORTH AMERICA
MADERA,UNITED STATES,83636,NORTH AMERICA
SPRINGFIELD,UNITED STATES,83286,NORTH AMERICA
PLEASANTON,UNITED STATES,83007,NORTH AMERICA
ALEXANDRIA,UNITED STATES,82131,NORTH AMERICA
MELBOURNE,UNITED STATES,82011,NORTH AMERICA
WESTLAND,UNITED STATES,81747,NORTH AMERICA
CRANSTON,UNITED STATES,81202,NORTH AMERICA
FARMINGTON HILLS,UNITED STATES,81050,NORTH AMERICA
HATTIESBURG,UNITED STATES,81036,NORTH AMERICA
WARWICK,UNITED STATES,80871,NORTH AMERICA
WILLIAMSBURG,UNITED STATES,80855,NORTH AMERICA
ST. JOSEPH,UNITED STATES,80818,NORTH AMERICA
AUBURN,UNITED STATES,80776,NORTH AMERICA
BROOKLYN PARK,UNITED STATES,80581,NORTH AMERICA
ALTON,UNITED STATES,80462,NORTH AMERICA
CHINO HILLS,UNITED STATES,80374,NORTH AMERICA
TEXARKANA,UNITED STATES,80145,NORTH AMERICA
FORT MYERS,UNITED STATES,79943,NORTH AMERICA
GOODYEAR,UNITED STATES,79858,NORTH AMERICA
SPRINGDALE,UNITED STATES,79599,NORTH AMERICA
PHARR,UNITED STATES,79487,NORTH AMERICA
VALDOSTA,UNITED STATES,79294,NORTH AMERICA
PARMA,UNITED STATES,79167,NORTH AMERICA
NEW BRAUNFELS,UNITED STATES,79152,NORTH AMERICA
KOKOMO,UNITED STATES,79099,NORTH AMERICA
NEWARK,UNITED STATES,79025,NORTH AMERICA
FLAGSTAFF,UNITED STATES,78628,NORTH AMERICA
PLYMOUTH,UNITED STATES,78395,NORTH AMERICA
FRANKLIN,UNITED STATES,78321,NORTH AMERICA
FLORENCE,UNITED STATES,78112,NORTH AMERICA
FOLSOM,UNITED STATES,78038,NORTH AMERICA
KANKAKEE,UNITED STATES,78001,NORTH AMERICA
PERRIS,UNITED STATES,77879,NORTH AMERICA
BOYNTON BEACH,UNITED STATES,77702,NORTH AMERICA
ANDERSON,UNITED STATES,77426,NORTH AMERICA
ELIZABETHTOWN,UNITED STATES,77317,NORTH AMERICA
WHEELING,UNITED STATES,77206,NORTH AMERICA
UPLAND,UNITED STATES,76999,NORTH AMERICA
BAYTOWN,UNITED STATES,76804,NORTH AMERICA
BATTLE CREEK,UNITED STATES,76803,NORTH AMERICA
PORTERVILLE,UNITED STATES,76729,NORTH AMERICA
LOVELAND,UNITED STATES,76701,NORTH AMERICA
LAYTON,UNITED STATES,76691,NORTH AMERICA
FLOWER MOUND,UNITED STATES,76681,NORTH AMERICA
HAMMOND,UNITED STATES,76618,NORTH AMERICA
LAKE JACKSON,UNITED STATES,76565,NORTH AMERICA
ZEPHYRHILLS,UNITED STATES,76416,NORTH AMERICA
ALTOONA,UNITED STATES,76096,NORTH AMERICA
GARY,UNITED STATES,76008,NORTH AMERICA
WYOMING,UNITED STATES,75938,NORTH AMERICA
ST. AUGUSTINE,UNITED STATES,75932,NORTH AMERICA
SAN RAMON,UNITED STATES,75931,NORTH AMERICA
BETHLEHEM,UNITED STATES,75707,NORTH AMERICA
CEDAR PARK,UNITED STATES,75704,NORTH AMERICA
ARLINGTON HEIGHTS,UNITED STATES,75634,NORTH AMERICA
UNION CITY,UNITED STATES,75343,NORTH AMERICA
BOLINGBROOK,UNITED STATES,75201,NORTH AMERICA
ANNISTON,UNITED STATES,75169,NORTH AMERICA
OSHKOSH,UNITED STATES,75154,NORTH AMERICA
KENDALL,UNITED STATES,75123,NORTH AMERICA
BRICK,UNITED STATES,75118,NORTH AMERICA
ATASCOCITA,UNITED STATES,75114,NORTH AMERICA
CAMARILLO,UNITED STATES,74682,NORTH AMERICA
THE VILLAGES,UNITED STATES,74618,NORTH AMERICA
HILTON HEAD ISLAND,UNITED STATES,74500,NORTH AMERICA
MISSOURI CITY,UNITED STATES,74497,NORTH AMERICA
SAN MARCOS,UNITED STATES,74212,NORTH AMERICA
ROCHESTER HILLS,UNITED STATES,74205,NORTH AMERICA
SCHAUMBURG,UNITED STATES,74184,NORTH AMERICA
WINCHESTER,UNITED STATES,74031,NORTH AMERICA
HARRISONBURG,UNITED STATES,74023,NORTH AMERICA
WAUSAU,UNITED STATES,73933,NORTH AMERICA
JONESBORO,UNITED STATES,73788,NORTH AMERICA
JACKSON,UNITED STATES,73685,NORTH AMERICA
RANCHO CORDOVA,UNITED STATES,73563,NORTH AMERICA
DALE CITY,UNITED STATES,73279,NORTH AMERICA
WALDORF,UNITED STATES,73223,NORTH AMERICA
SOUTHFIELD,UNITED STATES,73208,NORTH AMERICA
OWENSBORO,UNITED STATES,73173,NORTH AMERICA
APPLE VALLEY,UNITED STATES,73077,NORTH AMERICA
PASCO,UNITED STATES,73013,NORTH AMERICA
CONWAY,UNITED STATES,72894,NORTH AMERICA
LODI,UNITED STATES,72890,NORTH AMERICA
MANSFIELD,UNITED STATES,72635,NORTH AMERICA
WAUKESHA,UNITED STATES,72489,NORTH AMERICA
MORGANTOWN,UNITED STATES,72453,NORTH AMERICA
PITTSBURG,UNITED STATES,72141,NORTH AMERICA
SUMTER,UNITED STATES,72131,NORTH AMERICA
CLEVELAND,UNITED STATES,71944,NORTH AMERICA
ELLICOTT CITY,UNITED STATES,71737,NORTH AMERICA
DOTHAN,UNITED STATES,71620,NORTH AMERICA
REDLANDS,UNITED STATES,71554,NORTH AMERICA
WENATCHEE,UNITED STATES,71512,NORTH AMERICA
FRAMINGHAM,UNITED STATES,71232,NORTH AMERICA
CHERRY HILL,UNITED STATES,71204,NORTH AMERICA
MAPLE GROVE,UNITED STATES,71066,NORTH AMERICA
POCATELLO,UNITED STATES,71020,NORTH AMERICA
SOUTH JORDAN,UNITED STATES,70954,NORTH AMERICA
WESTON,UNITED STATES,70944,NORTH AMERICA
GEORGETOWN,UNITED STATES,70685,NORTH AMERICA
JANESVILLE,UNITED STATES,70518,NORTH AMERICA
NORTH RICHLAND HILLS,UNITED STATES,70441,NORTH AMERICA
ST. CHARLES,UNITED STATES,70329,NORTH AMERICA
SHEBOYGAN,UNITED STATES,69920,NORTH AMERICA
HOMESTEAD,UNITED STATES,69907,NORTH AMERICA
BRISTOL,UNITED STATES,69865,NORTH AMERICA
LIMA,UNITED STATES,69798,NORTH AMERICA
WALNUT CREEK,UNITED STATES,69773,NORTH AMERICA
WOODBURY,UNITED STATES,69756,NORTH AMERICA
EL PASO DE ROBLES,UNITED STATES,69735,NORTH AMERICA
WEST BEND,UNITED STATES,69577,NORTH AMERICA
MOUNT VERNON,UNITED STATES,69528,NORTH AMERICA
HAMMOND,UNITED STATES,69180,NORTH AMERICA
DAPHNE,UNITED STATES,69065,NORTH AMERICA
MANSFIELD,UNITED STATES,68928,NORTH AMERICA
CASAS ADOBES,UNITED STATES,68919,NORTH AMERICA
DECATUR,UNITED STATES,68816,NORTH AMERICA
GLEN BURNIE,UNITED STATES,68768,NORTH AMERICA
DELRAY BEACH,UNITED STATES,68749,NORTH AMERICA
PALATINE,UNITED STATES,68644,NORTH AMERICA
DUBUQUE,UNITED STATES,68573,NORTH AMERICA
BOSSIER CITY,UNITED STATES,68554,NORTH AMERICA
BUCKEYE,UNITED STATES,68453,NORTH AMERICA
ROCKVILLE,UNITED STATES,68401,NORTH AMERICA
BROOMFIELD,UNITED STATES,68341,NORTH AMERICA
VICTORIA,UNITED STATES,68271,NORTH AMERICA
YORBA LINDA,UNITED STATES,68229,NORTH AMERICA
AMES,UNITED STATES,68156,NORTH AMERICA
DAYTONA BEACH,UNITED STATES,68055,NORTH AMERICA
CARBONDALE,UNITED STATES,67807,NORTH AMERICA
HANOVER,UNITED STATES,67679,NORTH AMERICA
SARATOGA SPRINGS,UNITED STATES,67582,NORTH AMERICA
DEKALB,UNITED STATES,67500,NORTH AMERICA
CASPER,UNITED STATES,67462,NORTH AMERICA
KENNER,UNITED STATES,67451,NORTH AMERICA
SHERMAN,UNITED STATES,67354,NORTH AMERICA
PETALUMA,UNITED STATES,67316,NORTH AMERICA
PALO ALTO,UNITED STATES,67178,NORTH AMERICA
WEIRTON,UNITED STATES,67082,NORTH AMERICA
BAY CITY,UNITED STATES,67059,NORTH AMERICA
OLD BRIDGE,UNITED STATES,66880,NORTH AMERICA
EAGAN,UNITED STATES,66627,NORTH AMERICA
LOS LUNAS,UNITED STATES,66613,NORTH AMERICA
POINCIANA,UNITED STATES,66465,NORTH AMERICA
CORVALLIS,UNITED STATES,66441,NORTH AMERICA
ROGERS,UNITED STATES,66430,NORTH AMERICA
LAKE ELSINORE,UNITED STATES,66411,NORTH AMERICA
LAGUNA NIGUEL,UNITED STATES,66334,NORTH AMERICA
GRAND FORKS,UNITED STATES,66159,NORTH AMERICA
MIDDLETOWN,UNITED STATES,65952,NORTH AMERICA
NORTH LITTLE ROCK,UNITED STATES,65911,NORTH AMERICA
ALPHARETTA,UNITED STATES,65799,NORTH AMERICA
GREAT FALLS,UNITED STATES,65624,NORTH AMERICA
LONGVIEW,UNITED STATES,65619,NORTH AMERICA
WEST DES MOINES,UNITED STATES,65608,NORTH AMERICA
SHAWNEE,UNITED STATES,65513,NORTH AMERICA
SAN CLEMENTE,UNITED STATES,65267,NORTH AMERICA
MICHIGAN CITY,UNITED STATES,65144,NORTH AMERICA
CARMICHAEL,UNITED STATES,65091,NORTH AMERICA
JUPITER,UNITED STATES,64976,NORTH AMERICA
WELLINGTON,UNITED STATES,64848,NORTH AMERICA
ROCKLIN,UNITED STATES,64838,NORTH AMERICA
ROCKY MOUNT,UNITED STATES,64732,NORTH AMERICA
FAIRBANKS,UNITED STATES,64732,NORTH AMERICA
ELMIRA,UNITED STATES,64664,NORTH AMERICA
JOHNSTOWN,UNITED STATES,64615,NORTH AMERICA
BLAINE,UNITED STATES,64557,NORTH AMERICA
SAMMAMISH,UNITED STATES,64548,NORTH AMERICA
EDEN PRAIRIE,UNITED STATES,64400,NORTH AMERICA
REDMOND,UNITED STATES,64291,NORTH AMERICA
GLENS FALLS,UNITED STATES,64287,NORTH AMERICA
PARKERSBURG,UNITED STATES,64253,NORTH AMERICA
GLOUCESTER,UNITED STATES,64034,NORTH AMERICA
TULARE,UNITED STATES,63855,NORTH AMERICA
LAKEVILLE,UNITED STATES,63748,NORTH AMERICA
HAVERHILL,UNITED STATES,63639,NORTH AMERICA
CASTRO VALLEY,UNITED STATES,63625,NORTH AMERICA
BELOIT,UNITED STATES,63498,NORTH AMERICA
WEST HARTFORD,UNITED STATES,63360,NORTH AMERICA
PFLUGERVILLE,UNITED STATES,63359,NORTH AMERICA
EASTVALE,UNITED STATES,63211,NORTH AMERICA
PORT ORANGE,UNITED STATES,63203,NORTH AMERICA
ENCINITAS,UNITED STATES,63184,NORTH AMERICA
BETHESDA,UNITED STATES,63168,NORTH AMERICA
ROWLETT,UNITED STATES,62868,NORTH AMERICA
MONESSEN,UNITED STATES,62833,NORTH AMERICA
SEBRING,UNITED STATES,62814,NORTH AMERICA
GREENWICH,UNITED STATES,62782,NORTH AMERICA
LEHI,UNITED STATES,62712,NORTH AMERICA
COON RAPIDS,UNITED STATES,62656,NORTH AMERICA
DUNDALK,UNITED STATES,62516,NORTH AMERICA
WALTHAM,UNITED STATES,62442,NORTH AMERICA
BRENTWOOD,UNITED STATES,62433,NORTH AMERICA
ANKENY,UNITED STATES,62416,NORTH AMERICA
SAN LUIS OBISPO,UNITED STATES,62398,NORTH AMERICA
SPRINGFIELD,UNITED STATES,62353,NORTH AMERICA
COUNCIL BLUFFS,UNITED STATES,62316,NORTH AMERICA
CASTLE ROCK,UNITED STATES,62276,NORTH AMERICA
HAMILTON,UNITED STATES,62092,NORTH AMERICA
MANKATO,UNITED STATES,61912,NORTH AMERICA
NOBLESVILLE,UNITED STATES,61882,NORTH AMERICA
GADSDEN,UNITED STATES,61656,NORTH AMERICA
FAIRFIELD,UNITED STATES,61611,NORTH AMERICA
PALM HARBOR,UNITED STATES,61553,NORTH AMERICA
MOORE,UNITED STATES,61523,NORTH AMERICA
HAMDEN,UNITED STATES,61493,NORTH AMERICA
BURNSVILLE,UNITED STATES,61439,NORTH AMERICA
TAYLOR,UNITED STATES,61276,NORTH AMERICA
DORAL,UNITED STATES,61130,NORTH AMERICA
MARIETTA,UNITED STATES,61048,NORTH AMERICA
ROME,UNITED STATES,60966,NORTH AMERICA
DUBLIN,UNITED STATES,60939,NORTH AMERICA
ALBANY,UNITED STATES,60795,NORTH AMERICA
